0.004201299	-0.0047461335	0.015706921	-0.017275278	-0.037189584	0.03468869	0.022139743	-0.00383547	0.020379793	-0.017012095	-0.027465725	-0.044996716	0.020604927	-0.007990627	0.06167936	0.030522019
0.016300352	0.05763934	0.0028622805	0.0076039033	-0.019625945	-0.009705366	-0.05194279	0.006663346	-0.007972035	-0.008481253	-0.06062286	0.04664353	0.05755845	0.0050335843	-0.029188586	0.02256546
-0.028457234	0.038810413	0.049677256	-0.014887903	0.01338497	-0.06171061	0.011071109	-0.059122987	0.025564654	0.0132262455	-0.029314643	0.04294369	-0.023451313	-0.021100137	0.022195747	-0.015265558
-0.03591616	0.05731363	-0.008349515	-0.01258883	0.019994952	-0.03342942	0.048041314	0.023980115	0.024276512	0.03879729	0.0046104253	0.015059572	0.029799215	0.029732704	-0.037975848	0.07422605
0.0053821215	0.050164487	0.005586631	-0.03749016	0.040345494	0.036914848	0.025308108	0.0071284543	0.034157302	0.04325605	0.073305435	-0.017708624	-0.012736445	-0.0072834753	0.010019536	-0.014613609
0.02079528	0.0126758125	-0.01814469	-0.024243766	0.024692927	-0.0053086076	0.0042169807	-0.06883256	0.02360077	0.06801866	-0.039205395	-0.0019406294	0.008593279	-0.058196813	0.054560605	-0.023667846
0.030481363	0.008446673	0.016816173	-0.012078482	0.036599886	-0.030021118	-0.029101733	0.028415514	0.005135166	0.016212577	0.012798883	-0.0394735	0.026269818	0.07562663	-0.04868333	-0.0060944823
-0.010185503	0.011360814	0.017996948	0.0052740704	0.0016404849	0.043323334	-0.013618747	0.034015685	0.004367648	-0.06874402	0.048183903	0.011998189	-0.0050178478	-0.029564505	0.043837767	-0.0050282353
-0.0067193964	-0.012062945	0.033423867	-0.06464383	-0.027353162	-0.0054448186	0.034976475	-0.019961251	-0.027489202	0.03835033	0.020235034	-0.02932271	0.037499133	-0.061564088	0.022005415	-0.021596214
-0.027467683	-0.012262056	0.03382767	0.0016280835	-0.003745992	0.00959101	0.007929969	-0.015728386	0.03181126	0.030166442	-0.009656634	0.063009165	-0.040748347	-0.022940906	-0.035644002	-0.049236473
0.031084804	-0.02528696	-0.0015800255	-0.017852446	0.0029185498	-0.013383764	0.01761747	-0.045137122	-0.021907339	0.066521876	-0.030826004	0.023950366	0.024070445	-0.08111758	-0.017178085	-0.021052543
0.012363108	-0.0015745502	0.0353553	-0.033852875	-0.009058031	-0.010525545	-0.02934046	-0.037832905	-0.00817457	0.027780358	-0.02502557	0.0012571906	-0.02689644	-0.022305202	-0.021225573	-0.01459116
-0.025520697	-0.019253938	0.040636256	0.009961998	-0.014303444	0.027527083	0.02458416	-0.016109373	-0.028570773	0.0199962	-0.043587245	-0.005202795	0.00029423865	-0.079809904	-0.01945524	-0.024348883
0.07700271	0.0064048492	0.12331003	0.0033475347	0.030926652	0.105756916	0.054359768	0.009639831	-0.071575746	0.07062245	0.040774614	-0.0066536563	-0.028071247	0.04240317	0.057419404	0.027706683
-0.07044183	-0.053667955	-0.060857214	-0.045051	0.0020055163	-0.07658319	0.015955888	0.009267662	0.030546296	-0.036343638	0.01895017	0.010795554	-0.0045432984	-0.038640976	-0.01714134	-0.025895959
-0.011451246	-0.02940782	0.0007562432	-0.06118254	-0.049245868	-0.004420378	-0.028848361	0.047712956	-0.05769738	0.048178583	-0.06903672	-0.03345591	-0.101635285	0.01719813	-0.0301897	0.0077251745
0.041443884	-0.014762442	0.0060726833	-0.0031147925	0.02307081	0.04147038	0.08805593	0.022820912	0.002944696	0.005805767	0.050096013	0.006523535	0.004076495	0.0362099	-0.039834153	-0.010984254
0.050128505	0.0048183645	0.006261949	-0.023462396	-0.04015404	0.010331725	-0.005766331	-0.001586087	-0.0074602226	0.033195693	0.0020924695	-0.013623995	0.0073463884	-0.00263439	-0.008393638	-0.04290644
0.054490168	0.054334894	0.080795944	-0.090805896	-0.06018082	0.052523468	0.025894925	0.014669574	0.014244505	0.0872652	0.031943418	-0.040694207	-0.02536855	0.022486692	0.053551905	-0.020896684
-0.015670888	0.004117425	0.03766322	-0.0014771906	-0.020564213	-0.021901825	-0.036083397	-0.00988847	-0.024989903	0.030304132	0.0013925246	-0.012661106	-0.00711323	0.027569225	0.0029737542	0.0011690448
0.0096636815	-0.0034832605	0.062303964	-0.01422359	-0.016559005	0.097699896	-0.0047092335	0.042459015	-0.003996272	0.03769797	-0.0023438875	-0.021061512	0.011021626	-0.040501725	0.08112567	0.023336636
0.06021848	-0.044050593	0.0003262745	0.06749223	-0.019185884	-0.017996257	0.015855696	-0.0007591253	-0.0020536792	-0.079276845	-0.040460814	-0.026934635	0.0133874705	0.04246107	-0.02736995	0.028853633
