-0.057877406	-0.02485325	0.045649443	0.08829911	0.010032786	0.0055623613	-0.020860486	0.0014536661	0.020293707	-0.051988833	-0.021524664	-0.021504806	-0.09949367	-0.02922276	0.031614933	0.015226909	0.01681666	-0.030181948	0.12805463	-0.0380826	0.011074321	-0.025791945	0.015416268	0.020182678	-0.11083442	0.017146299	-0.044277165	0.012569803	-0.011547319	0.046444464	-0.042083908	-0.065664366
-0.008498731	-0.08574021	0.008588066	0.017533066	-0.023421522	0.032949463	-0.02980528	-0.041722998	-0.030280663	0.005866971	-0.016125888	0.07191352	-0.061363507	0.0023904792	0.010976463	0.06052954	0.013203284	-0.044975556	0.08554869	-0.049725823	0.015252899	0.007163687	0.002585758	-0.007154543	-0.12173103	-0.010247195	0.0046456996	0.001691911	-0.037680052	0.056068473	-0.046414923	0.0023726283
0.0027304268	-0.037927657	0.07934022	0.07384027	-0.034230713	0.009213414	-0.0055135484	0.013426437	0.010764046	-0.044135798	0.043168064	0.058753077	-0.07317428	-0.021577595	-0.06275233	-0.013093595	0.0018692258	-0.07579123	0.029964406	-0.051546242	-0.066859126	0.023421304	-0.04232173	-0.008223611	-0.09653752	-0.07002595	0.03364863	0.026654271	0.06128865	0.0015595865	-0.041593354	-0.037451975
0.03698331	-0.002878024	0.052804887	0.01637886	0.0088990135	-0.044276107	-0.06381971	0.021808788	-0.015883055	-0.037261378	-0.0434986	0.040495347	0.012394818	-0.04497096	0.023729714	0.032157056	0.044213034	-0.051781442	0.09213202	-0.017211119	-0.0318808	0.05056686	-0.022697156	-0.030937362	-0.0888853	0.059883244	-0.03802684	0.0015018336	-0.0076643676	0.06430086	-0.0041448614	-0.022129035
-0.012995265	-0.012472326	0.023032805	0.014944493	-0.03530479	-0.0011656957	-0.0011454601	0.020664327	0.01754565	-0.07030201	0.047704197	-0.001753038	-0.05161158	-0.04181445	0.012669647	-0.021133168	0.03614238	-0.03357437	0.06620773	-0.0496724	-0.030748483	0.026525356	0.0013811805	-0.007390544	-0.09731881	0.0014851154	0.012554951	0.06331096	0.0548407	0.015346352	0.026185019	-0.05812065
-0.047555882	-0.09902321	0.026203774	0.06553887	0.008952143	0.012987443	-0.024403827	0.018903375	0.03728706	-0.035747856	0.009126584	0.06612585	-0.040825255	-0.006565368	0.01911493	0.040289994	0.05662449	0.027777782	0.07396915	-0.08336786	-0.0370267	0.029041436	-0.09119737	0.010301793	-0.06406401	0.0067865197	-0.00032794732	0.01614976	-0.022692595	0.036985982	0.0019036351	0.006385027
0.013448998	-0.010407813	0.045191314	0.090227716	0.016119972	0.015789382	0.00702766	-0.0013277031	-0.039221328	-0.07383719	0.012346367	0.09958696	-0.06569272	0.02174991	0.0055225426	0.022927584	0.0541958	-0.009137145	0.09141082	0.094435126	-0.04126934	-0.026792768	0.081154965	-0.019116422	-0.17941667	0.002669016	0.043951835	0.04408955	0.00861627	-0.010019724	-0.03895605	-0.06725199
0.017363796	-0.04390007	0.014840374	0.04896912	0.0020097464	-0.0099601485	-0.028151276	-0.004897291	-0.005565077	-0.049550805	-0.017150989	0.12377823	-0.07528061	-0.022714756	-0.030124893	0.022316618	0.05053982	0.0075952024	0.05563586	-0.036967415	-0.020528343	-0.0076006977	0.037886728	-0.009661333	-0.015208831	0.014155888	-0.030455159	0.073291644	0.016627984	0.011747328	-0.12602548	-0.010908455
-0.0051179314	-0.00048042389	0.08723728	0.05353534	0.012030288	-0.035928268	-0.011773167	0.043536488	-0.006135939	-0.030162988	-0.04489341	0.0398489	-0.034428537	0.037845064	-0.06733164	0.01987715	-0.008942653	-0.016001	0.048361715	-0.06303017	0.042834934	0.12656406	-0.026409028	0.034502637	-0.051214743	-0.0063131587	-0.025301883	0.02341824	-0.03328859	0.014559565	-0.10872397	-0.045280643
-0.061156757	0.022072392	0.054492604	0.057991352	-0.095683336	0.03680771	-0.024828456	0.026784338	-0.035316557	-0.10166804	-0.038274672	0.0019879371	-0.02597463	0.0031583281	-0.027943308	0.013289078	0.03906773	-0.085922725	0.15106706	0.010153453	0.0045623006	0.0020899638	0.028840963	-0.07167372	-0.09281211	-0.06402926	-0.015483902	0.019628666	0.05571661	-0.04908164	-0.081766404	0.0144442
