0.0044418536	-0.009429021	0.006063937	-0.018592224	-0.01515585	-0.036446087	-0.002117166	-0.0007682412
0.036353808	0.021666136	-0.011088777	0.039362296	0.036870714	-0.016955804	0.020999026	0.0008909157
0.0030879772	0.029887734	0.077359065	0.0753615	-0.024149608	0.008187754	-0.0076895226	-0.074833944
0.01960764	-0.027182907	-0.038376298	0.011165627	0.02620351	-0.012062369	-0.003169189	-0.014240741
-0.057361294	0.03063303	0.008728578	-0.014879738	-0.049742874	0.025482142	-0.0078306515	-0.053149387
-0.052264754	0.03771123	-0.018515948	-0.03130749	0.016950592	-0.009633549	-0.0045776446	-0.041325416
0.007891154	-0.029514026	-0.008302951	0.067618564	0.032017928	0.033195496	-0.05958406	0.015937146
0.054114133	-0.0031945296	-0.015736002	-0.036413267	-0.0142219355	0.02121717	0.0032521712	-0.0036629569
0.038771115	0.015534384	0.03371196	0.017264543	-0.028403807	0.022808254	-0.050595134	0.0035047363
0.06960132	-0.0007203987	-0.017116945	0.057139196	0.007903234	0.018164646	0.017104086	0.008249566
0.051332448	-0.041538186	0.048271794	-0.007899117	-0.0019959116	0.04545242	0.015318235	0.035752986
0.060149662	-0.029599402	-0.062070362	-0.0029625716	-0.019359684	0.0035697026	-0.035814647	-0.02109959
0.020494264	0.0015066703	0.010920462	0.013689266	-0.041727703	-0.024547018	0.00081707677	0.04710174
0.022571126	0.002494566	-0.0020473148	-0.076205656	0.009806134	-0.027751861	-0.089825906	0.04580927
-0.07837061	-0.048864827	0.050998095	0.067791685	-0.019512026	0.0057985866	0.05831851	-0.04225047
-0.07534248	0.015314907	-0.062116563	0.05483232	-0.05447362	-0.012479789	0.012260436	-0.026867507
0.012817423	-0.03558438	0.056449562	-0.029920334	0.0092231035	-0.057521325	0.038259488	0.015773868
0.05478085	-0.045113172	-0.024134504	-0.008599555	0.0146501735	-0.017085647	0.022382353	0.010864378
-0.010246026	0.11943769	-0.09145485	-0.06370556	0.022445574	0.01839256	-0.10382067	0.018566577
0.058443718	-0.0072832904	-0.031415954	-0.0068858294	0.035038073	0.04941555	-0.039994303	-0.05858402
-0.01207469	0.0059797694	-0.04974779	0.046747204	-0.02922246	-0.026146779	-0.09862259	-0.024361823
0.00053642935	-0.033358563	-0.026990071	0.019219808	-0.020889405	-0.037326034	0.008927648	0.015772287
0.112594984	-0.0058554327	0.030953458	0.05185321	0.08865225	0.058670897	0.028386945	-0.028867427
-0.00926287	-0.024039108	-0.046068035	-0.041675486	-0.05759019	-0.058611516	-0.06441506	0.044395756
-0.017371451	-0.03299735	0.022419954	0.016762529	-0.0159896	-0.02370394	-0.040393088	-0.01596646
-0.11958525	0.04743043	0.050876502	0.10519094	0.0021565685	0.0038047284	0.0025325755	-0.0057094335
-0.04278855	0.028792173	-0.0042674467	0.082366146	-0.016583718	-0.028566277	0.0514566	-0.025388516
-0.014899202	-0.053307675	0.04540206	-0.0072381063	-0.008932944	-0.09108994	0.016831467	0.012563774
0.0040388824	0.03970608	0.028235625	0.0034905311	-0.03594464	0.04134616	0.009187886	0.038604252
-0.00065742916	0.007652987	-0.07977971	-0.04630926	-0.01301892	-0.02213741	0.007979961	-0.0015965315
0.0004949223	0.0076862834	0.016883299	0.043787133	-0.051791485	-0.00025197706	-0.026065817	0.011264367
0.021222249	-0.024740255	0.053007547	-0.03100924	-0.07583476	0.0055314447	0.047544226	0.0038258152
0.07573853	-0.032296702	0.0055043097	-0.05486053	0.040269155	-0.0011143025	0.015757667	0.03042815
-0.056250073	0.054713205	0.02646833	-0.028875036	-0.016765965	-0.019367721	0.0357746	-0.04717585
0.03180531	-0.028391112	0.034681477	-0.0300674	-0.016849868	-0.02134786	0.023090329	-0.010166479
-0.054112118	-0.031259302	0.15134415	0.07779279	0.018064015	0.0076597002	0.03841452	-0.063901685
0.009332518	0.06888592	-0.028275227	0.0019388674	-0.009124389	-0.00333931	0.014597012	-0.038717736
0.034863107	-0.024219906	0.10215376	0.07987371	-0.005568747	0.02903101	-0.025949785	0.0044619017
0.0029710468	-0.016603822	-0.024919238	-0.04138677	-0.061716996	-0.036564015	-0.019628296	-0.019200936
0.025462812	0.052085035	0.03901622	0.03862463	-0.033495955	-0.029952407	0.030761905	-0.0063292943
0.031018667	-0.0042344755	0.009774111	-0.00731516	0.043690633	0.0173262	-0.027114047	0.027135573
0.01155914	-0.041329145	0.06870115	0.056855615	-0.019286338	-0.03211146	0.021563258	-0.026654959
0.07536034	-0.07007165	-0.01659274	-0.06363787	0.0049046697	-0.021877063	-0.006580255	0.041011564
